NAME	DESCRIPTION	SP-IR-P35-1	SP-IR-P35-2	SP-IR-P35-3	SP-IR-P35-4	SP-IR-P35-5	SP-IR-P35-6	MI-P35-1	MI-P35-2	MI-P35-3	MI-P35-4	MI-P35-5	MI-P35-6
SGK1	na	0.000976171	0.018312996	0.020346191	0.016133487	0.007954446	0.007954446	0.029535851	0.022823186	0.010665079	0.028110362	0.016319305	0.011894154
SLC2A12	na	0.197366891	0.137611734	0.163776922	0.158779481	0.160231284	0.160231284	0.052132089	0.064831835	0.060184227	0.046808258	0.056782232	0.05458789
TBPL1	na	0.175646339	0.122810763	0.184941161	0.157469215	0.161416107	0.161416107	0.133644378	0.108272599	0.108443344	0.104651676	0.108292161	0.12619677
TCF21	na	0.015143781	0.009038534	0.014300062	0.01026814	0.012636063	0.012636063	0.012136427	0.012870319	0.011534966	0.025032383	0.029515267	0.020130018
EYA4	na	0.332716904	0.332613806	0.329345938	0.304891899	0.293451844	0.293451844	0.105164371	0.139722391	0.151971122	0.145637613	0.140821405	0.147619831
RPS12	na	0.191258717	0.21322225	0.155428376	0.156798389	0.213554738	0.213554738	0.234921352	0.219324581	0.250241676	0.243929512	0.226248394	0.222696307
RF00438	na	0	0.000652715	0.002065952	0	0.001420899	0.001420899	0	0	0	0	0	0
RF00609	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00186	na	0	0	0	0	0	0	0	0	0	0	0	0
SLC18B1	na	0.12091993	0.119443368	0.143138099	0.141661097	0.12178051	0.12178051	0.112433941	0.115681379	0.083971316	0.103878489	0.138835786	0.087183819
VNN2	na	0	0	0	0	0	0	0	0	0	0.001062813	0	0
ENSSSCG00000004180	na	0	0	0	0	0	0	0	0	0.000960807	0.003003092	0.001769352	0
VNN1	na	0	0	0.001186391	0	0	0	0.001728567	0	0.002412735	0	0.002350826	0
RF00026.7	na	0	0	0	0	0	0	0	0	0	0	0	0
TAAR1	na	0	0	0	0	0	0	0	0	0	0	0	0
TAAR2	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000037870	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004184	na	0	0	0	0	0	0	0	0	0	0	0	0
TAAR5	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000037590	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000040065	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004187	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000040568	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004186	na	0	0	0	0	0	0	0	0	0	0	0	0
TAAR9	na	0	0	0	0	0	0	0	0	0	0	0	0
STX7	na	0.231929856	0.253011333	0.278619829	0.290692611	0.230375127	0.230375127	0.374489452	0.378601131	0.36675109	0.318207454	0.424687462	0.382670737
RF00003	na	0	0	0	0	0	0	0	0	0	0	0	0
MOXD1	na	0	0.00095188	0.001694159	0.001540184	0	0	0.00997311	0.006894838	0.009405552	0.006621387	0.005920866	0.006377418
CTGF	na	0.106027479	0.107814033	0.08937811	0.070737597	0.10320442	0.10320442	0.391184803	0.39083819	0.367921379	0.435542959	0.415918578	0.492755945
ENPP1	na	0.818794519	0.859940126	0.811966023	0.819091909	0.879079973	0.879079973	0.539978301	0.549607797	0.502347786	0.53647362	0.543076553	0.496042936
ENSSSCG00000025992	na	0.032408311	0.042059727	0.036703943	0.059131745	0.053610396	0.053610396	0.01972351	0.023826557	0.02472881	0.025488991	0.024571092	0.019418489
ENSSSCG00000004197	na	0	0	0	0	0	0	0	0	0	0	0.001142873	0
MED23	na	0.303740512	0.298141015	0.298735032	0.29671347	0.296478935	0.296478935	0.266559918	0.29702286	0.236539618	0.2932296	0.249722098	0.22463339
RF00100	na	0.000762798	0	0	0.000762798	0	0	0	0	0	0	0	0
ARG1	na	0.051158338	0.060382323	0.056407147	0.030604783	0.059842052	0.059842052	0.015900143	0.022040117	0.015476935	0.011403389	0.010374672	0.020898825
AKAP7	na	0.179891521	0.194823552	0.185556938	0.161246756	0.199873365	0.199873365	0.172435151	0.12664386	0.169932043	0.141201578	0.124665705	0.150000745
EPB41L2	na	0.305574744	0.270886603	0.291595836	0.229086194	0.30435146	0.30435146	0.167642312	0.169854795	0.163253467	0.185887108	0.164813664	0.149130152
SMLR1	na	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200A	na	0	0	0	0	0	0	0	0	0	0	0	0
SAMD3	na	0.000848962	0.000723123	0.000825857	0.006178613	0.006695882	0.006695882	0.00920132	0.005346962	0.011005429	0.005704017	0.003285984	0.002791494
L3MBTL3	na	0.11300752	0.092626189	0.105051897	0.09735745	0.106446996	0.106446996	0.061095375	0.051340056	0.052440052	0.042776442	0.039064142	0.052898553
TMEM244	na	0.003116829	0	0.003116829	0	0	0	0	0	0.000891595	0	0	0
ARHGAP18	na	0.073470677	0.113472938	0.099879036	0.108916758	0.100468533	0.100468533	0.241525706	0.200146475	0.212722276	0.20696264	0.189502838	0.222888843
ENSSSCG00000034514	na	0.00301698	0.001979644	0.001979644	0	0	0	0.003072587	0	0.003072587	0	0	0
ENSSSCG00000004207	na	1.536166585	1.562295298	1.57501421	1.47867679	1.462317419	1.462317419	0.882386717	0.894727201	0.888623553	0.968791307	0.848807914	0.914884646
ENSSSCG00000033894	na	3.066818514	3.101683949	3.109671224	3.108764301	3.215957736	3.215957736	2.085429148	2.136316161	2.134270522	2.099687321	2.156196824	2.062009731
ENSSSCG00000033619	na	1.989027315	1.913086926	1.903385617	1.893594287	1.962018102	1.962018102	2.685125923	2.53300462	2.508738872	2.626740259	2.697689684	2.507054681
PTPRK	na	3.830720869	3.626050114	3.795024061	3.737729962	3.707403757	3.707403757	4.657793281	4.690258385	4.519853821	4.60548004	4.638961658	4.579322669
ENSSSCG00000039900	na	0	0	0	0	0	0	0	0	0	0	0	0
THEMIS	na	0.003590232	0.006015967	0.004280528	0.0054288	0.000723123	0.000723123	0.015237409	0.012179655	0.009615156	0.02011776	0.006041531	0.010563755
ENSSSCG00000031145	na	0	0	0	0	0	0	0	0	0	0	0	0
C6orf58	na	0.00226637	0.000918823	0.00143509	0	0.000918823	0.000918823	0.000996066	0.002962501	0.001134602	0.002090695	0.005730633	0.005703797
ENSSSCG00000004213	na	0	0	0	0.001588145	0	0	0.006107882	0.003205718	0.007055601	0.006761045	0.00326656	0.000786049
RF00026.8	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038294	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038602	na	0.003391403	0.001588933	0.003015715	0.00167307	0.005403293	0.005403293	0.014318602	0.013881064	0.023088505	0.016421679	0.012114646	0.017534281
KIAA0408	na	0.002864765	0.002256582	0.004839917	0.004839917	0.005121347	0.005121347	0	0.002155536	0.00111314	0	0.00111314	0
ECHDC1	na	0.383090192	0.352667946	0.409643164	0.335730137	0.354099596	0.354099596	0.273709763	0.268771749	0.27851794	0.315536616	0.254542458	0.236292258
RNF146	na	0.222688024	0.194425182	0.194888522	0.253282228	0.19314103	0.19314103	0.25081882	0.237277002	0.307023027	0.281842353	0.242992552	0.247883938
RSPO3	na	0.002769574	0.005816772	0.003421133	0.007224433	0.00390395	0.00390395	0.023517465	0.019094116	0.031686517	0.018496335	0.023893892	0.017137707
CENPW	na	0.003866	0.004288459	0.001410985	0.001906265	0.000995469	0.000995469	0.00325827	0.003797692	0.000864297	0.002465251	0.001358289	0.001637584
TRMT11	na	0.435836276	0.448836344	0.448116058	0.464649138	0.393244424	0.393244424	0.408765362	0.445100681	0.391242144	0.392518243	0.397012078	0.378399614
ENSSSCG00000031772	na	0.181014303	0.166429993	0.161799182	0.174553658	0.207328019	0.207328019	0.219018606	0.201847418	0.233020084	0.186015499	0.240528665	0.22712898
HINT3	na	0.069148755	0.073772947	0.04698297	0.082628891	0.059940594	0.059940594	0.072033324	0.052706091	0.064797198	0.057862913	0.065861437	0.040862394
NCOA7	na	0.212074626	0.22291067	0.187972024	0.20330379	0.198987711	0.198987711	0.108400875	0.094872506	0.098187312	0.107086533	0.119373207	0.087933184
HEY2	na	0.293543795	0.254046925	0.26072924	0.225032163	0.266079092	0.266079092	0.932582962	0.984192435	0.834068513	0.814140774	0.925424178	0.99843121
ENSSSCG00000040231	na	0	0	0	0	0	0	0	0	0	0	0	0
HDDC2	na	0.045378718	0.043904451	0.04879509	0.034056709	0.040361697	0.040361697	0.086743052	0.084399372	0.084423457	0.080333039	0.091953257	0.079870819
TPD52L1	na	0.002224457	0.009383191	0.004091801	0.008552015	0.004443136	0.004443136	0.008716019	0.008421943	0.009262922	0.003403605	0.007398125	0.001389739
RNF217	na	0.20695252	0.195080513	0.205015674	0.1967823	0.199988189	0.199988189	0.162152612	0.166028125	0.137782238	0.128695656	0.150516902	0.140184564
RF00100.1	na	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN2	na	0.017361902	0.019257233	0.006114822	0.007538437	0.011486419	0.011486419	0.010604181	0.012478694	0.017215373	0.009909412	0.004202778	0.00964085
ENSSSCG00000039680	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035858	na	0.005507393	0.001776268	0.001399272	0.003558754	0.001026075	0.001026075	0.0072199	0.011064486	0.00486439	0.010902465	0.005720336	0.013864054
ENSSSCG00000036671	na	2.562896123	2.448506434	2.579928416	2.590574093	2.618310946	2.618310946	2.217767589	2.190621106	2.263569328	2.201572664	2.301024765	2.160712024
ENSSSCG00000027613	na	0.251720046	0.282087532	0.263546499	0.257545361	0.287064493	0.287064493	0	0	0	0	0	0
RF00026.9	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000039634	na	0	0	0	0	0	0	0	0	0	0	0	0
CLVS2	na	0	0.000682381	0	0	0.000682381	0.000682381	0.002021346	0.003445374	0.002201178	0.001696227	0.00060868	0.003057569
SMPDL3A	na	0.007748334	0.00429996	0.016264772	0.007096646	0.002669705	0.002669705	0.02032327	0.025430754	0.015253851	0.023287639	0.016544657	0.02370638
ENSSSCG00000039357	na	0.003786851	0.004979766	0.005813359	0.011382937	0.008486602	0.008486602	0.015740103	0.005249802	0.011451739	0.006827708	0.005673941	0.008837445
FABP7	na	0	0	0	0	0.006969549	0.006969549	0	0.001453825	0.001462059	0.001162667	0	0.001462059
ENSSSCG00000004235	na	0	0	0	0	0	0	0	0	0	0	0	0
PKIB	na	0.005106255	0.005202117	0.010907153	0.01385136	0.001714559	0.001714559	0.005141133	0.021095745	0.019487539	0.005803026	0.007664612	0.01541267
SERINC1	na	0.206344607	0.249911258	0.198675047	0.251520164	0.252646698	0.252646698	0.267262283	0.236542783	0.262052272	0.259959432	0.263228827	0.279475348
HSF2	na	0.313949201	0.311909394	0.334270005	0.291646024	0.328082355	0.328082355	0.296731039	0.346482516	0.297952297	0.286388087	0.304628852	0.290729348
ENSSSCG00000028308	na	0	0	0	0	0	0	0	0.001301835	0.00283602	0	0.001429479	0
ENSSSCG00000037157	na	0	0	0	0	0	0	0	0	0	0	0	0
GJA1	na	1.059159391	1.045077385	0.972875651	1.005442877	1.029171962	1.029171962	1.84708977	1.911340175	1.776316849	1.784504681	1.906969002	1.884115416
TBC1D32	na	0.478737249	0.449075584	0.431200312	0.449244734	0.491763365	0.491763365	0.552652564	0.500332752	0.509964164	0.476052577	0.507116969	0.4826487
ENSSSCG00000037972	na	0.00620927	0.005745598	0.005211282	0.007758155	0.005210378	0.005210378	0.003260526	0.004654768	0.003492195	0.004872105	0.003869603	0.001055019
ENSSSCG00000004243	na	0	0	0	0	0	0	0	0	0	0	0	0
MAN1A1	na	0.055213306	0.028321268	0.048603286	0.034273237	0.034443242	0.034443242	0.047643967	0.061721931	0.04464061	0.045433248	0.04722983	0.050132638
FAM184A	na	0.003426334	0.003522521	0.008555162	0.005089148	0.003585437	0.003585437	0.012765637	0.007460619	0.023524263	0.009764329	0.021587105	0.015030703
ENSSSCG00000004246	na	0.024062632	0.015162582	0.020259749	0.015295157	0.032647191	0.032647191	0.026640571	0.031001123	0.023675518	0.028479587	0.024975454	0.026219758
ASF1A	na	0.187597872	0.199366531	0.155444302	0.159922067	0.177222193	0.177222193	0.11436411	0.116484106	0.12017194	0.098756247	0.12424935	0.121600603
ENSSSCG00000039084	na	0.035663752	0.022243766	0.023617292	0.02205032	0.028597868	0.028597868	0.01346302	0.014200078	0.006444386	0.014540069	0.019319967	0.0134873
CEP85L	na	0.677926851	0.689460147	0.706820302	0.703619463	0.66141763	0.66141763	0.824389975	0.831445432	0.720646821	0.830748534	0.79686334	0.785778035
PLN	na	0.036358581	0.032948934	0.029105766	0.031118191	0.032423265	0.032423265	0.03639318	0.018364795	0.02696613	0.034255088	0.03467206	0.030954294
RF00619	na	0	0	0	0	0	0	0	0	0	0.001402731	0	0
SLC35F1	na	0.052865444	0.056034518	0.077325107	0.059233805	0.055273882	0.055273882	0.139888482	0.120573938	0.1484256	0.112094231	0.129570667	0.140677101
NUS1	na	0.178692902	0.201113973	0.185423132	0.191546589	0.160621657	0.160621657	0.108176203	0.127242334	0.115379152	0.095712346	0.097037337	0.109050371
ENSSSCG00000004252	na	0.001358652	0.001968973	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004253	na	0.508394778	0.502473274	0.470902378	0.502448045	0.482514094	0.482514094	0.417086491	0.411293171	0.415206193	0.409019786	0.43687659	0.403142775
DCBLD1	na	0.179407986	0.165206496	0.146736925	0.170375416	0.175042128	0.175042128	0.108548667	0.104273063	0.122352315	0.110425767	0.13653725	0.115662968
ROS1	na	0.05091914	0.052723695	0.07012494	0.047973312	0.06070556	0.06070556	0.037999367	0.034738272	0.040043932	0.049186939	0.04336165	0.050391923
RF00401.1	na	0	0	0	0	0	0	0	0	0	0	0	0
VGLL2	na	0	0	0	0	0	0	0.001101984	0	0	0	0.001101984	0
RFX6	na	0.001920908	0.001327306	0.002425662	0	0	0	0.000987187	0.002330211	0.001100148	0	0	0.002489313
RF00026.10	na	0	0	0	0	0	0	0	0	0	0	0	0
GPRC6A	na	0.004511973	0.000690743	0.001054179	0.000690743	0.003956332	0.003956332	0.002147633	0.002149548	0.00082141	0.003424731	0.005850167	0.001326224
FAM162B	na	0.003530482	0.001956467	0.001366252	0.002396553	0.003021886	0.003021886	0.00082141	0.000490164	0.001523268	0	0	0
ENSSSCG00000004261	na	0.00363944	0.002343677	0.003525434	0.002100138	0.001017713	0.001017713	0.012805678	0.010278486	0.011247513	0.013289151	0.009795365	0.007495273
KPNA5	na	0.190308593	0.209843169	0.170471058	0.191591321	0.186004607	0.186004607	0.147268624	0.15053879	0.184765093	0.107234277	0.147081182	0.14727975
ZUP1	na	0.079406056	0.083406918	0.084498427	0.076267923	0.090706533	0.090706533	0.079323567	0.075870233	0.094182837	0.089736264	0.084093829	0.089995739
ENSSSCG00000023834	na	0.064978886	0.060566386	0.056742948	0.068345422	0.051169808	0.051169808	0.042689588	0.063983672	0.074549184	0.057568294	0.041788977	0.068759289
ENSSSCG00000040851	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032533	na	0.001225183	0.000890526	0.002543681	0.001225183	0	0	0.001344037	0	0.004431684	0.001344037	0	0
PTP4A1	na	0.196105214	0.200969792	0.170929319	0.192979544	0.172220449	0.172220449	0.234469614	0.243582935	0.231913867	0.249510393	0.260088846	0.207383382
PHF3	na	0.615399386	0.647040086	0.57538898	0.650457744	0.557275226	0.557275226	0.591079564	0.609843458	0.604089556	0.582036501	0.56409689	0.615903521
ENSSSCG00000036232	na	0	0	0	0	0	0	0.006146281	0.005505522	0.00401806	0	0.001621163	0.006856839
ENSSSCG00000032037	na	0	0	0	0	0	0	0.005458444	0.007478559	0.001961006	0.003430184	0.006047701	0.006344239
ENSSSCG00000004269	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.11	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.12	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.13	na	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3	na	0.000873546	0.003787287	0.001706461	0.007094831	0.01694448	0.01694448	0.025281006	0.013666847	0.025002599	0.022317103	0.027539037	0.02933779
LMBRD1	na	0.283412995	0.280741611	0.314597039	0.295466217	0.298799602	0.298799602	0.201579518	0.176072611	0.199026796	0.201363644	0.191312881	0.194252724
ENSSSCG00000004463	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004274	na	0.000872862	0	0	0.001425741	0.002887468	0.002887468	0.013981815	0.023794695	0.010016521	0.008683239	0.021420587	0.013276762
FAM135A	na	0.841461832	0.878656934	0.832573051	0.835058364	0.818198125	0.818198125	0.734708101	0.83579053	0.7697084	0.8024269	0.823377852	0.752057825
SMAP1	na	0.880084692	0.90002054	0.8583612	0.869575626	0.924884455	0.924884455	0.878365068	0.976949426	0.960520603	0.898438136	0.943400017	0.981748355
B3GAT2	na	0.012567431	0.014257931	0.012568676	0.009539423	0.007132958	0.007132958	0.020751957	0.017555129	0.025909951	0.016137859	0.012150769	0.017181785
ENSSSCG00000004278	na	0	0	0	0	0.000424576	0.000424576	0	0	0	0	0.001637799	0
OGFRL1	na	0.102978838	0.109296702	0.088444007	0.103129507	0.121969593	0.121969593	0.091730175	0.085746142	0.082274065	0.081368205	0.092468772	0.076986914
ENSSSCG00000035593	na	0.882887747	0.96805615	0.967730292	0.938472614	1.005939609	1.005939609	0.812001562	0.753465995	0.738598653	0.678790689	0.750473367	0.701670639
ssc-mir-30c-2	na	0	0	0	0	0	0	0	0	0	0	0	0
ssc-mir-30a	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00156.3	na	0	0	0	0	0	0	0	0	0	0	0	0
RIMS1	na	2.822037566	2.834342486	2.890949075	2.790211589	2.759460967	2.759460967	1.424172315	1.351468277	1.352386096	1.328223132	1.289289639	1.331678451
RF00026.14	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.15	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032539	na	0.010974047	0.012668092	0.006926601	0.005512995	0.006453471	0.006453471	0.001374475	0.003295424	0	0	0.001374475	0
ENSSSCG00000033341	na	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ5	na	0.02340238	0.01688109	0.02502522	0.021070288	0.032951213	0.032951213	0.013419967	0.012473864	0.030952801	0.020774734	0.023700638	0.015555496
ENSSSCG00000038552	na	0	0	0	0	0	0	0	0	0	0	0	0
DPPA5	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004284	na	0	0	0	0	0	0	0	0	0	0	0	0
OOEP	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000004287	na	0	0	0	0	0	0	0.002188356	0.002188356	0	0.001831705	0.001644131	0.003997146
CYB5R4	na	0.185681266	0.203792581	0.171234651	0.178227688	0.19815839	0.19815839	0.178607828	0.149197053	0.163648114	0.132273692	0.191786676	0.14242753
MRAP2	na	0.002531562	0.001804894	0.002390542	0.002106705	0.001191127	0.001191127	0.005997053	0.009620875	0.006417804	0.006024566	0.002179986	0.006401517
CEP162	na	0.287013209	0.274365723	0.315596864	0.306863984	0.297063465	0.297063465	0.232472789	0.212038799	0.217647577	0.216883642	0.241125193	0.209595222
TBX18	na	0.048091837	0.026137728	0.033086093	0.040744726	0.031065687	0.031065687	0.008490093	0.006907492	0.007419855	0.009859417	0.003608418	0.005053358
ENSSSCG00000031194	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035731	na	0.008650007	0.020791093	0.01691045	0.014722334	0.004461426	0.004461426	0.010505274	0.007108203	0.01064127	0.019054798	0.006780163	0.015324743
NT5E	na	0.011415383	0.017126063	0.01484871	0.003920065	0.015272938	0.015272938	0.017699251	0.009476742	0.01217587	0.0180336	0.008140325	0.00822643
SNX14	na	0.477018507	0.484515841	0.469319347	0.469524467	0.474011918	0.474011918	0.338806367	0.339415861	0.309357168	0.291675885	0.329819491	0.32321009
ENSSSCG00000004294	na	0.309328722	0.283780937	0.346777269	0.296594795	0.299431023	0.299431023	0.312574492	0.325038336	0.330254819	0.301856716	0.345961357	0.298537104
RF00278	na	0	0	0	0.00212293	0	0	0	0	0	0	0	0
RF00278.1	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00099	na	0	0	0	0	0	0	0	0	0	0	0	0
HTR1E	na	0.014112674	0.010379682	0.014690251	0.009070854	0.019318086	0.019318086	0.041573339	0.036113821	0.033933255	0.060409452	0.056753325	0.028591222
RF00026.16	na	0	0	0	0	0	0	0	0	0	0	0	0
CGA	na	0	0.00157758	0.003064215	0	0.003072652	0.003072652	0	0	0.000761332	0.000647601	0.002673167	0
ZNF292	na	1.252284316	1.265876125	1.167583571	1.286384561	1.219335196	1.219335196	1.135090674	1.226562576	1.051096756	1.14499034	1.029066923	1.11625023
GJB7	na	0.151126977	0.164593752	0.160173847	0.139019694	0.1680725	0.1680725	0.077320997	0.096151743	0.092170332	0.096145719	0.08151373	0.100632578
SMIM8	na	0.172025462	0.14380615	0.154389917	0.153569456	0.155836826	0.155836826	0.16965481	0.1650372	0.211827414	0.173977209	0.196345627	0.164764892
C6orf163	na	0.149098573	0.126369905	0.130764174	0.168942585	0.141273882	0.141273882	0.101721764	0.083998841	0.087178656	0.093083169	0.10073258	0.090939749
ENSSSCG00000004302	na	0.005652386	0.007870115	0.010034988	0.003237675	0.005995214	0.005995214	0.001838201	0.007713254	0.006978888	0	0.003601724	0.00868039
SLC35A1	na	0.607333156	0.555303277	0.640662909	0.556402969	0.58424322	0.58424322	0.442928576	0.441807602	0.430760439	0.423393008	0.478412103	0.435346116
RARS2	na	0.59406857	0.547006338	0.48412977	0.575147667	0.507302804	0.507302804	0.481526455	0.518652512	0.487559764	0.510265978	0.524581267	0.516979975
ORC3	na	0.628862762	0.741774811	0.648892182	0.657144136	0.672355313	0.672355313	0.668785027	0.615592809	0.643166997	0.645245091	0.636084624	0.681247169
ENSSSCG00000004307	na	0.156438288	0.170833545	0.180370828	0.182002194	0.149796973	0.149796973	0.12387585	0.144146916	0.20370807	0.162342167	0.175123408	0.139829017
ENSSSCG00000032114	na	0	0.001024827	0	0.000358441	0.001660026	0.001660026	0	0	0	0	0	0
ENSSSCG00000038663	na	0.013226295	0.023252102	0.015470381	0.014391	0.011054061	0.011054061	0.012148977	0.01381728	0.023538233	0.006475439	0.01029776	0.011773636
SPACA1	na	0	0.001171996	0.001171996	0	0	0	0.003987509	0.001187249	0.000826976	0.007402072	0.001187249	0.001203362
CNR1	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00003.1	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000029003	na	0.004941707	0.012969876	0.005978553	0.005354399	0.001339882	0.001339882	0.017819937	0.006057082	0.005068809	0.012811737	0.018137354	0.013411024
RNGTT	na	0.57348229	0.599886506	0.654903414	0.615662653	0.657924863	0.657924863	0.621642383	0.605900018	0.560679927	0.591412026	0.552729051	0.619560056
ENSSSCG00000038261	na	0.004420119	0.009920262	0.008769306	0.004664118	0.001139116	0.001139116	0.004804385	0.002410986	0.005962484	0.005556926	0.004572428	0.002700922
