NAME	DESCRIPTION	P1-MI-D1	P1-MI-D3	P11-Sham	P2-Sham	P4-Sham	P8-MI-D1	P8-MI-D3	P9-Sham
Slc39a10	na	0.10168194	0.080344192	0.024806918	0.051369705	0.042929088	0.045600663	0.047777674	0.028457193
Gm28151	na	0	0	0	0	0	0	0	0
Gm28826	na	0	0.001079095	0.000918715	0.001137345	0	0.000390485	0.000298839	0.001107747
C230029F24Rik	na	0.003666637	0.000983191	0.006568958	0.001687594	0.001976035	0.002015999	0.004907237	0.006369027
4933411E06Rik	na	0.000656448	0.000182724	0	0	0	0	0.000504931	0
Gm29665	na	0	0	0	0	0	0	0	0
Gm28321	na	0	0	0	0	0	0	0	0
Tmeff2	na	0.025871842	0.017474634	0.028853607	0.01384763	0.025473117	0.018343109	0.010981956	0.053261213
Gm28322	na	0	0	0	0	0	0	0	0
Gm28319	na	0	0	0	0	0	0	0	0
Gm29325	na	0	0	0	0	0	0	0	0
9330175M20Rik	na	0.132338269	0.071960042	0.063327987	0.099509878	0.127262012	0.089462712	0.071491047	0.104941927
Sdpr	na	0.276197204	0.280683571	0.066599062	0.240766389	0.147022192	0.065453472	0.074145332	0.063906607
1700072G22Rik	na	0	0	0.000632483	0	0	0	0	0
Nabp1	na	0.204739935	0.19575121	0.236463818	0.09867927	0.102152895	0.29649813	0.33851548	0.198569774
Gm17767	na	0.001288102	0.002044115	0.002582493	0.002926007	0.003112012	0.003340979	0.005961161	0.003881647
Gm28055	na	0.010110544	0.016878024	0.013959567	0.013434757	0.008757982	0.004165804	0.003947241	0.014923738
Myo1b	na	0.125983086	0.139438751	0.027276681	0.084166611	0.073249492	0.041003093	0.044937598	0.019371442
Stat4	na	0.017489419	0.014817894	0.017354173	0.01566792	0.019833653	0.010889717	0.013952322	0.01619254
Stat1	na	0.066676418	0.069778102	0.043524371	0.053181787	0.047061313	0.035137373	0.038219664	0.108197058
Gls	na	0.432751057	0.416097307	0.139543623	0.202029117	0.141656936	0.438866761	0.307407865	0.157573068
Nab1	na	0.156116732	0.187989167	0.054352646	0.115052181	0.072335006	0.09088229	0.094045455	0.062426946
Gm553	na	0.005023219	0.011173014	0.000892613	0.006976361	0.001868671	0.004156643	0.002015817	0.003641283
Gm28178	na	0.00059546	0.000680223	0.00060402	0	0	0	0.000543429	0.001042797
Tmem194b	na	0.013179876	0.027705642	0.008142181	0.016542531	0.009132752	0.005973799	0.010394266	0.00395823
Mfsd6	na	0.060214776	0.078180114	0.026877683	0.053254625	0.027664067	0.042531378	0.044386069	0.020772352
Inpp1	na	0.0559432	0.076566833	0.036908427	0.042063821	0.037225007	0.0579425	0.075599626	0.039258222
Hibch	na	0.221130705	0.294010207	0.153653485	0.230585503	0.178682917	0.136223662	0.215169294	0.157517975
1700019D03Rik	na	0.011278593	0.007477201	0.029113478	0.005627564	0.007623351	0.007474491	0.008968399	0.038281181
Mstn	na	0.000546679	0.000800689	0	0	0	0	0	0
1700019A02Rik	na	0.004741904	0.004453608	0.003085413	0.002707217	0.003230034	0.00252382	0.005284784	0.005816144
Pms1	na	0.060864791	0.074433512	0.050177148	0.048454258	0.051024704	0.056008436	0.046927363	0.05269948
Gm28777	na	0.000623667	0.000701438	0	0	0.000514364	0	0	0.000469568
Ormdl1	na	0	0	0	0	0	0	0	0
Gm28778	na	0.001447474	0.002088406	0.000602194	0.00242194	0.000383935	0.001920966	0.001166874	0.001060218
Osgepl1	na	0.068270189	0.095308467	0.122582665	0.080557084	0.066127738	0.057184448	0.10865623	0.113944183
Gm28551	na	0.006973704	0.004403889	0.004052681	0.001970258	0.003638776	0.0047355	0.001714346	0.003743417
Asnsd1	na	0.004981007	0.003433848	0	0.001338953	0.001028449	0.000571987	0.002197983	0
Dnah7a	na	0.044988989	0.020199942	0.031250906	0.013967563	0.018819275	0.039175185	0.026230811	0.028574573
Stk17b	na	0.043746506	0.072540926	0.013226982	0.043283711	0.023225497	0.021724972	0.035722291	0.015849726
Hecw2	na	0.570413231	0.547190496	0.203943317	0.289178057	0.220939914	0.549568838	0.390934701	0.298264921
Ccdc150	na	0.017495042	0.024237476	0.019884869	0.020552106	0.017822916	0.012366044	0.012875426	0.026717558
Gtf3c3	na	0.079954879	0.116164918	0.078984312	0.0785418	0.064302328	0.079848891	0.117584739	0.07347384
Pgap1	na	0.041597928	0.06893308	0.021843298	0.04118354	0.030205767	0.032545702	0.035169079	0.025355655
Ankrd44	na	0.120412676	0.175752626	0.060871405	0.10875525	0.098592717	0.070647199	0.094751504	0.078223378
4930444A19Rik	na	0.027528529	0.029171523	0.005241566	0.016381922	0.032519887	0.00570488	0.008910425	0.009749486
Sf3b1	na	0.617900023	0.585167453	0.428861961	0.550819398	0.441168106	0.538530074	0.480406316	0.450793722
Coq10b	na	0.253843557	0.188326973	0.160517381	0.14466682	0.154873866	0.149024144	0.160744878	0.177824819
Hspd1	na	0.756012131	0.615738616	0.130329614	0.862946329	0.485581939	0.145489825	0.152539038	0.149538954
Hspe1	na	0.754590522	0.530041711	0.135600463	0.680765596	0.567689874	0.124932668	0.167468706	0.162784661
Mob4	na	0.308212778	0.28395715	0.148290106	0.261026689	0.209305355	0.182534878	0.167862997	0.142570737
Rftn2	na	0.058007856	0.102488407	0.044330871	0.059770138	0.055021916	0.018739507	0.043168928	0.045257537
Gm10561	na	0.006318175	0.012868178	0.007368408	0.010053552	0.013643057	0.002247885	0.006086827	0.009141008
Mars2	na	0.027408491	0.037267954	0.012775295	0.029130151	0.018173744	0.025190393	0.014077367	0.011184468
Boll	na	0.003394873	0.003099087	0.004950544	0.000225321	0.001786674	0.004028911	0.005065589	0.006754299
Plcl1	na	0.111007885	0.197391549	0.101925396	0.084058196	0.075433417	0.103742622	0.141948175	0.126593545
9130227L01Rik	na	0.000313601	0	0.000591935	0	0	0.000548474	0	0.000524807
1700003I22Rik	na	0	0	0	0	0	0	0	0
Gm28240	na	0	0	0	0	0	0	0	0
Hsfy2	na	0	0	0	0	0	0	0	0
Satb2	na	0.049466763	0.03919212	0.053118523	0.043777042	0.094514762	0.058380319	0.061655739	0.06467633
1700126A01Rik	na	0	0	0	0	0	0	0	0
BC055402	na	0	0	0	0	0	0	0	0
4930558J18Rik	na	0.001081409	0.004297749	0.000597794	0	0.001078269	0.000492104	0.000409032	0.000785816
1700066M21Rik	na	0.010609204	0.01857144	0.006603361	0.005670701	0.002385491	0.004056437	0.014580452	0.003650981
Tyw5	na	0.085350699	0.070227718	0.049846494	0.059473627	0.046373078	0.056822218	0.065768687	0.068287603
9430016H08Rik	na	0.095923942	0.088926616	0.050121809	0.125587588	0.095552541	0.037659391	0.046508348	0.050722606
Spats2l	na	0.09003285	0.136220284	0.040487539	0.092451414	0.093335992	0.066454087	0.061515519	0.057688474
Gm17234	na	0	0	0	0	0	0	0	0
Kctd18	na	0.078716706	0.172845262	0.071485278	0.100720753	0.162767855	0.031915162	0.058887558	0.052852515
Sgol2a	na	0.02354555	0.076830576	0.011081326	0.027628165	0.040527134	0.004899294	0.016807887	0.008273764
Aox1	na	0.006579164	0.017288581	0.026056873	0.019827488	0.009606581	0.012075803	0.016775542	0.015142277
Aox3	na	0.003379381	0.001408776	0.005002641	0.002838633	0.004607185	0.003592517	0.00189376	0.005009064
Aox4	na	0.00054533	0	0.001679265	0	0.001026617	0	0	0.002195324
Gm15759	na	0	0	0.000489485	0	0	0	0	0.000987775
Aox2	na	0.009157597	0.007979959	0.008843639	0.006619246	0.007832795	0.004682536	0.008122394	0.006265248
Bzw1	na	0.269609934	0.251567728	0.06526345	0.209487755	0.146549231	0.086951874	0.093666397	0.082538458
Clk1	na	0.632516542	0.679266289	0.62146695	0.473772956	0.382858918	0.826894464	0.743008028	0.623249089
Ppil3	na	0.072409732	0.076764327	0.042521109	0.078641636	0.06177376	0.032651975	0.044460334	0.044626117
Nif3l1	na	0.0767848	0.063489945	0.047879901	0.068264223	0.076804032	0.037852725	0.031473743	0.053899414
Orc2	na	0.178879297	0.126143631	0.111954539	0.128075321	0.159664586	0.138968855	0.134843281	0.152240593
Gm15834	na	0.039083592	0.031224027	0.044239396	0.05678285	0.050885431	0.020722719	0.03181314	0.051442448
Fam126b	na	0.152098931	0.171909017	0.133252915	0.080006877	0.127743762	0.175774513	0.228604901	0.137789593
Ndufb3	na	0.745111492	0.908511313	0.41424274	0.973180603	0.786853921	0.242928485	0.387835207	0.442245593
Als2cr12	na	0.050462544	0.048090315	0.03193119	0.05625574	0.097345507	0.018725765	0.02523676	0.029860117
Cflar	na	0.193309057	0.233077232	0.175600203	0.161191087	0.132130604	0.214190356	0.19994418	0.172773651
Casp8	na	0.050307812	0.059875689	0.020255369	0.039948587	0.037391008	0.026743754	0.036060202	0.021720427
Trak2	na	0.335873109	0.412923421	0.187552444	0.279972625	0.187092483	0.324123062	0.344714694	0.188847488
Stradb	na	0.053865501	0.076538426	0.069301317	0.052025935	0.054296944	0.05863839	0.072107666	0.053621676
Gm29018	na	0.008221604	0.005154143	0.014000214	0.009040028	0.008497053	0.006976924	0.008836115	0.012777751
Als2cr11	na	0	0	0.000730469	0	0	0	0.000811497	0.000458192
Tmem237	na	0.032793458	0.029557597	0.00615394	0.030039513	0.023600369	0.004592739	0.01279171	0.006188317
G730003C15Rik	na	0.012222454	0.004972299	0.007334993	0.013284975	0.003948287	0.001085054	0.000555761	0.005387498
Mpp4	na	0.002993395	0.001787934	0.002366855	0.003761807	0.001785134	0.002460896	0.003614075	0.000473394
Gm29017	na	0	0.000646705	0.000629717	0	0.000405376	0	0	0
Als2	na	0.067197577	0.055098007	0.0680538	0.036371793	0.049284573	0.040884155	0.048186078	0.067437588
Cdk15	na	0.00310187	0.002411507	0.001284638	0.001198692	0.001269445	0.003090179	0.003999466	0.002384739
Gm29016	na	0.000555247	0	0	0	0	0	0	0
Fzd7	na	0.008683593	0.008566865	0.001048074	0.005579644	0.003977784	0.004003106	0.005268566	0.000987274
Gm26813	na	0	0	0	0	0	0	0	0
Gm973	na	0.006393731	0.003567111	0.010461001	0.002812307	0.007850706	0.0058056	0.006179035	0.01695146
Gm28411	na	0	0.000748695	0	0	0	0	0	0.002282215
1700122D07Rik	na	0	0	0	0	0	0	0	0
Sumo1	na	0.363256963	0.381701727	0.237623576	0.353570573	0.294091832	0.167296495	0.171980059	0.332066424
Nop58	na	0.246458754	0.168633998	0.072216197	0.153842972	0.120757226	0.168998368	0.102893809	0.053691212
Bmpr2	na	0.555923485	0.576011222	0.260956731	0.366465531	0.322275031	0.46033876	0.396194292	0.284423339
Fam117b	na	0.195673494	0.162932952	0.092793317	0.092241887	0.082949382	0.142946873	0.127099548	0.12634981
Ica1l	na	0.004235162	0.001874405	0.003669956	0.002807631	0.005481754	0.001600466	0.000901322	0.003942863
Wdr12	na	0.119822271	0.12836065	0.100851054	0.078412005	0.100093157	0.135442195	0.098752012	0.097829811
Carf	na	0.250912351	0.218920612	0.135412618	0.168610537	0.187186011	0.109080683	0.1450616	0.168389808
Nbeal1	na	0.758191332	0.752839102	0.589557961	0.49198858	0.449674064	0.710577551	0.716559341	0.594399068
Cyp20a1	na	0.175357909	0.149274337	0.062729427	0.138279028	0.138615741	0.142511838	0.088996215	0.0621109
Abi2	na	0.290642778	0.272381135	0.097306153	0.189409871	0.153107665	0.216816781	0.158285092	0.126899804
Raph1	na	0.930482641	0.957488401	0.710023701	0.735297936	0.666352895	0.963231983	0.887500386	0.765196021
Cd28	na	0.00643701	0.008109526	0.018267431	0.001666046	0.005521779	0.00303952	0.020851327	0.01105011
Gm11579	na	0	0.000514087	0.002210715	0	0.003301367	0.001328797	0.001290126	0.00221658
2310016D23Rik	na	0.001011076	0.003925798	0.001261249	0.004190126	0.001661688	0.001691876	0.003270434	0.004223612
Ctla4	na	0.607210206	0.449984854	0.223768366	0.465305766	0.416918103	0.116126583	0.174572783	0.290768098
Icos	na	0.001085978	0.001957901	0	0.001812932	0.001745258	0.001765494	0.001766791	0
Gm28083	na	0	0	0	0	0	0	0	0
Gm11587	na	0	0	0	0	0	0	0	0
9530026F06Rik	na	0.000539726	0.000341907	0.000613174	0	0.001150519	0	0	0.000594817
Gm11588	na	0.000855776	0.00042339	0.001586882	0.001082833	0.00033919	0.000642631	0.00140533	0.001439163
Gm28449	na	0	0	0	0	0	0	0	0
4930587A21Rik	na	0	0	0	0	0	0	0	0
Pard3b	na	0.962730425	1.026679553	0.882644945	0.718654102	0.868140222	0.993445214	1.047647168	0.823901319
Pard3bos1	na	0.029745224	0.021827636	0.006209252	0.013049942	0.025889266	0.007614931	0.014413675	0.009728267
Pard3bos2	na	0	0	0	0	0	0	0	0
Pard3bos3	na	0.001928882	0.000641282	0.000918743	0.002537784	0.005279071	0.001296536	0.000465736	0.000804719
Gm29084	na	0	0	0	0	0	0	0	0
Nrp2	na	0.101912355	0.119685799	0.023410783	0.045462057	0.025941109	0.042498057	0.062770574	0.018218945
Gm29083	na	0	0	0	0	0	0	0	0
Gm4208	na	0	0.001374111	0	0	0	0.000328696	0	0.001157659
Ino80d	na	0.406914027	0.371572209	0.282246218	0.273425833	0.239118995	0.346011878	0.328055415	0.309973799
Ino80dos	na	0.308117981	0.253648853	0.269639589	0.271089143	0.334284841	0.174243706	0.231751756	0.281476813
Gm20342	na	0	0	0	0	0	0	0	0
Ndufs1	na	0.780647177	0.884275361	0.544300898	1.022363269	0.743486563	0.414051332	0.515756399	0.535156554
Eef1b2	na	0.514125574	0.383513918	0.074052143	0.328322366	0.239837295	0.072881925	0.146894385	0.064119964
Gpr1	na	0.003255947	0.002463979	0.00060179	0.002426988	0.002724138	0.002792448	0	0.00341936
Gm11608	na	0	0	0	0	0	0	0	0
Zdbf2	na	0.043398259	0.049224151	0.005876667	0.029328332	0.021522971	0.017873272	0.017482784	0.012282527
Adam23	na	0.027800831	0.006327569	0.006898188	0.014814891	0.004509517	0.00433404	0.005602925	0.003747964
Dytn	na	0.002929496	0.001376952	0.00284656	0.004756585	0.005059779	0.00333206	0.004978238	0.002621742
Mdh1b	na	0	0	0	0	0	0	0	0.000537944
Fastkd2	na	0.071346631	0.071544747	0.043600056	0.076946201	0.046295021	0.056813997	0.064835697	0.040049914
4933402D24Rik	na	0.001598947	0	0	0.002103704	0.001000674	0.000627736	0	0
Gm13749	na	0.000412051	0.000987423	0	0.000678639	0	0	0	0
Klf7	na	0.540820593	0.356733383	0.19314665	0.219507766	0.153889567	0.52002084	0.43777517	0.221561467
Gm26649	na	0.002676932	0.001155852	0	0.001196064	0	0	0.001341344	0
Gm13748	na	0.005717795	0.001607863	0.00055603	0.000710713	0.002060876	0.00356611	0.002654894	0.000532543
Gm28981	na	0.011309918	0.00758666	0.007121572	0.006577494	0.004497536	0.005974131	0.010833353	0.008136168
Creb1	na	0.309576319	0.309420201	0.18812558	0.211846188	0.169058383	0.264281862	0.249442987	0.171974235
Mettl21a	na	0.043998843	0.047808622	0.039515179	0.042589501	0.037151613	0.026136795	0.030824217	0.036152178
Gm28982	na	0.006451489	0.008894468	0.007543986	0.009831012	0.00543692	0.003927222	0.005400413	0.009581745
Gm29152	na	0.001337054	0.002286295	0	0.000796515	0.000301408	0.000475609	0	0
Ccnyl1	na	0.097387748	0.098720647	0.042679922	0.048499936	0.037893567	0.086445076	0.06325817	0.03709864
Fzd5	na	0.016990419	0.016656301	0.010357946	0.01496644	0.006655424	0.014250721	0.020936458	0.009182871
Plekhm3	na	0.111230708	0.140659568	0.080199232	0.118370662	0.052591092	0.110705316	0.12595738	0.106958692
Akr1cl	na	0.000914482	0.001572067	0.002537678	0.003746952	0.006704006	0	0.000765181	0
Cryge	na	0	0	0	0	0	0	0	0
Crygd	na	0	0	0	0	0	0	0	0
Crygc	na	0.000644238	0	0	0	0.000620265	0	0	0
Crygb	na	0	0	0	0	0	0	0.000518013	0
Cryga	na	0	0	0	0	0	0	0	0
Gm28845	na	0.000567389	0	0	0	0	0.000743027	0.000550688	0
D630023F18Rik	na	0	0	0	0	0	0	0	0.001681642
Idh1	na	0.105747052	0.141010635	0.077036478	0.163366353	0.103572067	0.044839607	0.076452648	0.091447782
Pikfyve	na	0.109125873	0.139099772	0.074015784	0.055871704	0.054253681	0.117291586	0.122294435	0.070788564
Pth2r	na	0.003011559	0.002099222	0.001957037	0.000655872	0.00303288	0.001685167	0.002292173	0.004302485
Crygf	na	0	0	0	0	0	0	0	0
Map2	na	0.017807372	0.015600085	0.008787065	0.009259416	0.012548134	0.010114548	0.01296715	0.013450438
Gm10558	na	0	0	0	0	0.000411426	0	0	0
Unc80	na	0.014697881	0.017458834	0.050941867	0.018596939	0.018694198	0.016477749	0.030228416	0.042940229
Rpe	na	0.021720887	0.027378838	0.012031605	0.020390776	0.02433441	0.031598743	0.031762627	0.014729226
Kansl1l	na	0.441814741	0.589070718	0.48600715	0.427733598	0.364542955	0.48430561	0.556538142	0.456217751
Acadl	na	1.622867223	1.522957887	0.575840475	1.821572954	1.322273176	0.511828854	0.630703173	0.64218426
Myl1	na	0.04027988	0.037607961	0.008068772	0.00722469	0.009865532	0.026468615	0.050792552	0.009551741
Lancl1	na	0.123630551	0.116837773	0.12126915	0.126502575	0.077383944	0.101746931	0.104055026	0.131678219
Cps1	na	0	0.000349222	0	0	0.000562914	0	0	0
Gm15668	na	0.028698534	0.028088106	0.058496702	0.038762934	0.019578001	0.017950015	0.021499604	0.039256354
Gm15669	na	0	0	0	0	0.000303158	0.000322988	0	0
Gm15671	na	0	0	0	0	0	0	0	0
Erbb4	na	1.857939215	2.057776272	1.973024936	1.716410627	1.692566648	2.081228004	2.175084716	2.165844716
Gm28497	na	0	0	0	0	0	0	0	0
Gm29113	na	0.000553509	0.000359958	0	0	0	0.000774454	0	0
Gm29114	na	0.013343277	0.020603483	0.013161539	0.023605378	0.017268025	0.008110233	0.012514464	0.020585496
Ikzf2	na	0.128420243	0.182660998	0.170474784	0.116969621	0.108866042	0.193507658	0.201431165	0.172287759
Spag16	na	0.051952295	0.049883592	0.164642933	0.086130071	0.048443406	0.060165362	0.056776386	0.251903287
Vwc2l	na	0.002082826	0.003929737	0.002154174	0.001583067	0.002699842	0.002245537	0.002863412	0.003347856
Bard1	na	0.037779389	0.071436484	0.016687326	0.023273329	0.037392267	0.014578035	0.031670795	0.015045016
Abca12	na	0.008715548	0.00907299	0.02808103	0.011097996	0.014508336	0.013137504	0.019633397	0.024657284
Atic	na	0.102588369	0.076561107	0.019803218	0.065448531	0.031764513	0.051339507	0.049834977	0.022118035
Fn1	na	0.43965909	0.54887022	0.061691565	0.21614709	0.207281049	0.119570419	0.547949263	0.07615123
Apol7d	na	0.002194575	0.00189642	0	0	0	0	0	0
Gm8883	na	0	0	0	0	0	0	0	0
Gm28818	na	0.001519344	0.000871616	0.000977708	0.000432448	0.001464792	0.001472099	0.001804677	0.000209955
4933417E11Rik	na	0.001177074	0	0	0	0	0	0	0
4930556G22Rik	na	0.000401181	0.001316282	0.008270561	0.001582285	0.00279698	0.004044959	0.003478466	0.016300901
Gm4319	na	0	0.000541223	0	0	0	0	0	0
Mreg	na	0.018089496	0.044521258	0.046996358	0.025126273	0.035739902	0.019224286	0.043042015	0.043095686
D230017M19Rik	na	0.058316426	0.049383131	0.070827638	0.051129323	0.058526607	0.043387414	0.047457361	0.085212412
Pecr	na	0.077675688	0.072507916	0.068137218	0.098978855	0.103924959	0.056003094	0.088390589	0.102526795
Tmem169	na	0.023534384	0.010325352	0.024779512	0.01642563	0.024375318	0.057531651	0.030648193	0.044040518
Xrcc5	na	0.089644301	0.092186414	0.045211633	0.080751011	0.056040695	0.051518324	0.081152513	0.058572821
4-Mar	na	0.001156729	0.003041243	0.003620587	0.000762957	0.002040978	0.001325483	0.001775985	0.002524057
Smarcal1	na	0.071551547	0.079838186	0.050290359	0.054810295	0.029821191	0.055835365	0.060485237	0.052445781
Ankar	na	0.006278623	0.00316338	0.009115716	0.003592321	0.004812948	0.010681724	0.006052224	0.011563011
Rpl37a	na	0.305685214	0.282582401	0.094388478	0.282856208	0.172281343	0.099276047	0.130220239	0.116747451
Igfbp2	na	0.004166539	0.001487205	0	0.006658349	0.001640191	0	0	0.000516362
Igfbp5	na	0.123158325	0.219578186	0.018345773	0.087970588	0.065758888	0.065741253	0.104177476	0.027754989
1700027A15Rik	na	0.002895179	0.010289952	0.009418184	0.002860617	0.002043781	0.003342877	0.015277755	0.005820011
Tnp1	na	0	0	0	0	0	0	0	0
Gm29185	na	0.002381409	0.005984033	0.004573134	0.001011692	0.002098647	0.003617288	0.010482065	0.005373613
Pinc	na	0	0	0	0	0	0	0	0
D530049I02Rik	na	0	0.00118025	0.002730536	0	0.000894211	0.000520228	0.002165269	0.000457215
C530043A13Rik	na	0	0	0	0	0	0	0	0
Gm29186	na	0	0	0	0	0	0	0	0
6030407O03Rik	na	0.010915456	0.009883886	0.005455132	0.004420124	0.006278396	0.018915967	0.00615599	0.005020045
Gm29183	na	0	0	0	0	0	0	0	0
Tns1	na	1.066784871	1.111578718	0.833986492	0.708102918	0.547552365	1.124456403	0.908551403	0.742944605
Rufy4	na	0.009476026	0.020124214	0.007350705	0.004865715	0.007438893	0.0072269	0.004513374	0.006596976
Cxcr2	na	0.007088078	0.00273715	0.002215613	0.006298186	0.00248979	0.002102809	0.003851416	0.004117481
Cxcr1	na	0	0	0	0	0	0	0	0
Arpc2	na	0.662474911	0.560071523	0.229596423	0.605475971	0.416969197	0.279441921	0.269803618	0.247253194
Gpbar1	na	0.001109819	0	0	0	0	0	0.000493302	0
Aamp	na	0.283120539	0.246223722	0.101070523	0.293892979	0.151586203	0.140798869	0.14675778	0.101117916
Gm28364	na	0	0	0	0	0	0	0	0
Pnkd	na	0.74276647	0.937940559	0.403652557	1.025802988	0.762105186	0.312900931	0.386723998	0.534117002
Tmbim1	na	0.164927816	0.187605849	0.104095343	0.17744937	0.125368216	0.198077591	0.127867493	0.12031681
Catip	na	0.001243563	0.00188014	0	0.000632368	0.001010353	0.001055784	0.001603856	0.000430207
Slc11a1	na	0.02598116	0.014937812	0.011903475	0.021288307	0.012998287	0.009904045	0.01818796	0.022309276
Ctdsp1	na	0.132390507	0.147070993	0.07595949	0.136257859	0.087898185	0.052231961	0.069162467	0.079510761
Vil1	na	0.005329058	0.002329808	0.003284495	0.000674188	0.003183413	0	0.004598599	0.002319562
Usp37	na	0.481345002	0.39814999	0.268207614	0.325601798	0.368842532	0.281131294	0.29077687	0.320236641
Rqcd1	na	0.104751619	0.124269858	0.082859567	0.088703273	0.08089865	0.075106484	0.079726807	0.070551411
Plcd4	na	0.074026025	0.054245009	0.120746937	0.119116482	0.234310218	0.046190583	0.084132447	0.240958649
